chapter_id,chapter_name,chapter_no,class_id,class_name,subject_id,subject_name,unit_id,unit_name,unit_no
60efee2664f5e00004d8a531,Determination of Molecular Massesusing Colligative Properties,2.7,60bf71dad38e530a98c857fe,12,60b62b914b44826738114acf,Chemistry,60d1ae3248a5bb000420a587,Solutions,2
60d1b0b248a5bb000420a5c1,Adsorption - Physisorption and Chemisorption,5.1,60bf71dad38e530a98c857fe,12,60b62b914b44826738114acf,Chemistry,60d1ae3248a5bb000420a58a,Surface Chemistry,5
60efeeef64f5e00004d8a553,Colloids Distinction Between True Solutions,5.4,60bf71dad38e530a98c857fe,12,60b62b914b44826738114acf,Chemistry,60d1ae3248a5bb000420a58a,Surface Chemistry,5
60efef5964f5e00004d8a556,Brownian Movement,5.5,60bf71dad38e530a98c857fe,12,60b62b914b44826738114acf,Chemistry,60d1ae3248a5bb000420a58a,Surface Chemistry,5
60efef8464f5e00004d8a559,Electrophoresis,5.6,60bf71dad38e530a98c857fe,12,60b62b914b44826738114acf,Chemistry,60d1ae3248a5bb000420a58a,Surface Chemistry,5
60efef9c64f5e00004d8a55c,Coagulation,5.7,60bf71dad38e530a98c857fe,12,60b62b914b44826738114acf,Chemistry,60d1ae3248a5bb000420a58a,Surface Chemistry,5
60d1af6f48a5bb000420a5aa,Expressing the concentration of solutions,2.2,60bf71dad38e530a98c857fe,12,60b62b914b44826738114acf,Chemistry,60d1ae3248a5bb000420a587,Solutions,2
60d1b65348a5bb000420a60e,Structure of amines,13.1,60bf71dad38e530a98c857fe,12,60b62b914b44826738114acf,Chemistry,60d1ae3248a5bb000420a592,Amines,13
60c9f16f3d63a83918aea4cd,Sustainable Management of Natural Resources,16,60bf71d1d38e530a98c857fd,10,60b62b5f4b44826738114acb,Science,60c9d9b3e7dd6959e8fb1b34,Natural Resources,5
60d182e17849920004933d81,"Land, Soil, Water, Natural Vegetation and Wildlife Resources",3.2,60bf184a4b91dc3983c12ae7,8,60c85dd9de9a2670e560f1eb,Social Science,60d181c87849920004933d7a,Geography,3
60d182e17849920004933d80,Resources,3.1,60bf184a4b91dc3983c12ae7,8,60c85dd9de9a2670e560f1eb,Social Science,60d181c87849920004933d7a,Geography,3
60d097e57849920004933b91,Yarn to Fabric,3.5,60c05895e82abc693455109d,6,60b62b5f4b44826738114acb,Science,60d076627849920004933ab0,Fibre to Fabric,3
60e9851fb5a0910004bf5896,Animal Nutrition,2.5,60dd8c7c01bce4172cf4899a,7,60b62b5f4b44826738114acb,Science,60d1e29748a5bb000420a66f,Nutrition in Animals,2
